item,itemLabel,itemPID,article
http://www.wikidata.org/entity/Q1049992,Castulo,265855,https://en.wikipedia.org/wiki/Castulo
http://www.wikidata.org/entity/Q65070083,Casystes,550628,https://en.wikipedia.org/wiki/Casystes
http://www.wikidata.org/entity/Q5051067,Cat Stane,135125846,https://en.wikipedia.org/wiki/Cat_Stane
http://www.wikidata.org/entity/Q3663173,Catacomb of Calepodius,422860,https://en.wikipedia.org/wiki/Catacomb_of_Calepodius
http://www.wikidata.org/entity/Q1027069,Catacomb of Callixtus,423038,https://en.wikipedia.org/wiki/Catacomb_of_Callixtus
http://www.wikidata.org/entity/Q3663192,Catacomb of Commodilla,99836453,
http://www.wikidata.org/entity/Q3663171,Catacomb of Pontian,838349787,https://en.wikipedia.org/wiki/Catacomb_of_Pontian
http://www.wikidata.org/entity/Q3663197,Catacomb of Praetextatus,899108647,
http://www.wikidata.org/entity/Q2462868,Catacomb of Priscilla,423016,https://en.wikipedia.org/wiki/Catacomb_of_Priscilla
http://www.wikidata.org/entity/Q3663181,Catacomb of Sant'Ermete,423042,
http://www.wikidata.org/entity/Q3663186,Catacomb of Sant'Ippolito,423045,
http://www.wikidata.org/entity/Q3663191,Catacomba maggiore,422894,
http://www.wikidata.org/entity/Q287041,Catacombs of Domitilla,867414858,https://en.wikipedia.org/wiki/Catacombs_of_Domitilla
http://www.wikidata.org/entity/Q3663195,Catacombs of Generosa,717263631,https://en.wikipedia.org/wiki/Catacombs_of_Generosa
http://www.wikidata.org/entity/Q1055805,Catacombs of Marcellinus and Peter,281289039,https://en.wikipedia.org/wiki/Catacombs_of_Marcellinus_and_Peter
http://www.wikidata.org/entity/Q18386664,Catacombs of Milos,694364581,https://en.wikipedia.org/wiki/Catacombs_of_Milos
http://www.wikidata.org/entity/Q3663180,Catacombs of San Valentino,423058,https://en.wikipedia.org/wiki/Catacombs_of_San_Valentino
http://www.wikidata.org/entity/Q3663208,Catacombs of Sant'Alessandro,423036,
http://www.wikidata.org/entity/Q104907509,Catacombs of Sant'Ilario,58427277,
http://www.wikidata.org/entity/Q1903,Catania,462270,https://en.wikipedia.org/wiki/Catania
http://www.wikidata.org/entity/Q15949391,Cataractonium,89143,https://en.wikipedia.org/wiki/Cataractonium
http://www.wikidata.org/entity/Q649907,Cataracts of the Nile,786004,https://en.wikipedia.org/wiki/Cataracts_of_the_Nile
http://www.wikidata.org/entity/Q1679598,"Cathedral of St. James, Jerusalem",969121824,"https://en.wikipedia.org/wiki/Cathedral_of_Saint_James,_Jerusalem"
http://www.wikidata.org/entity/Q65078139,Catre,589856,https://en.wikipedia.org/wiki/Catre
http://www.wikidata.org/entity/Q1024102,Catterick,89143,"https://en.wikipedia.org/wiki/Catterick,_North_Yorkshire"
http://www.wikidata.org/entity/Q103159042,Catterick (Samian Ware Discovery Site),89143,
http://www.wikidata.org/entity/Q103159060,Catterick North (Samian Ware Discovery Site),89143,
http://www.wikidata.org/entity/Q1832016,Catualium,108871,
http://www.wikidata.org/entity/Q859097,Caturiges,167700,https://en.wikipedia.org/wiki/Caturiges
http://www.wikidata.org/entity/Q1051384,Catuvellauni,79381,https://en.wikipedia.org/wiki/Catuvellauni
http://www.wikidata.org/entity/Q5477,Caucasus Mountains,863766,https://en.wikipedia.org/wiki/Caucasus_Mountains
http://www.wikidata.org/entity/Q1292498,Caulonia,452352,https://en.wikipedia.org/wiki/Caulonia_(ancient_city)
http://www.wikidata.org/entity/Q26961007,Caupona of Epagatus (I.1.1),352725406,
http://www.wikidata.org/entity/Q27070452,Caupona of Lucius Betutius (Vetutius) Placidus,975975197,
http://www.wikidata.org/entity/Q208798,Cavaillon,148027,https://en.wikipedia.org/wiki/Cavaillon
http://www.wikidata.org/entity/Q87769153,Cavallacci Roman villa,789855016,
http://www.wikidata.org/entity/Q2943259,Cavares,148042,https://en.wikipedia.org/wiki/Cavari
http://www.wikidata.org/entity/Q2943259,Cavares,167702,https://en.wikipedia.org/wiki/Cavari
http://www.wikidata.org/entity/Q3663959,Cave di Cusa,462151,https://en.wikipedia.org/wiki/Cave_di_Cusa
http://www.wikidata.org/entity/Q38283240,Cave of Caiada,570321,
http://www.wikidata.org/entity/Q12874985,Cave of Melidoni,590070,
http://www.wikidata.org/entity/Q55174210,Cave of the Fates,69910488,
http://www.wikidata.org/entity/Q3566306,Cebrene,550633,https://en.wikipedia.org/wiki/Cebrene
http://www.wikidata.org/entity/Q116706,Ceccano,432826,https://en.wikipedia.org/wiki/Ceccano
http://www.wikidata.org/entity/Q1052464,Cecina,403191,
http://www.wikidata.org/entity/Q17624736,Cedreae,599702,https://en.wikipedia.org/wiki/Cedreae
http://www.wikidata.org/entity/Q3664163,Cedrino,471956,https://en.wikipedia.org/wiki/Cedrino
http://www.wikidata.org/entity/Q235163,Cefalù,462154,https://en.wikipedia.org/wiki/Cefal%C3%B9
http://www.wikidata.org/entity/Q654595,Ceglie del Campo,442515,https://en.wikipedia.org/wiki/Ceglie_del_Campo
http://www.wikidata.org/entity/Q5057420,Celadon,573278,https://en.wikipedia.org/wiki/Celadon_(river)
http://www.wikidata.org/entity/Q56281141,Celathara,543747,https://en.wikipedia.org/wiki/Celathara
http://www.wikidata.org/entity/Q115380594,Celeae,573280,
http://www.wikidata.org/entity/Q5057793,Celegeri,207022,https://en.wikipedia.org/wiki/Celegeri
http://www.wikidata.org/entity/Q60793078,Celetrum,481877,https://en.wikipedia.org/wiki/Celetrum
http://www.wikidata.org/entity/Q1012,Celje,197206,https://en.wikipedia.org/wiki/Celje
http://www.wikidata.org/entity/Q5760255,Celsa,246321,https://en.wikipedia.org/wiki/Celsa_(Roman_city)
http://www.wikidata.org/entity/Q11913408,Celtiberia,246322,
http://www.wikidata.org/entity/Q1412838,Celtic circular wall of Otzenhausen,109042,https://en.wikipedia.org/wiki/Hillfort_of_Otzenhausen
http://www.wikidata.org/entity/Q11913384,Celydnus,481878,
http://www.wikidata.org/entity/Q2944184,Cemenelum,157834,
http://www.wikidata.org/entity/Q2710144,Cenabum,138281,https://en.wikipedia.org/wiki/Cenabum
http://www.wikidata.org/entity/Q3664371,Cencelle,952765524,
http://www.wikidata.org/entity/Q111565756,Cenchreae,570347,
http://www.wikidata.org/entity/Q16554749,Cenchreae,570346,https://en.wikipedia.org/wiki/Cenchreae_(Argolis)
http://www.wikidata.org/entity/Q60791302,Cenchreae,550635,https://en.wikipedia.org/wiki/Cenchreae_(Troad)
http://www.wikidata.org/entity/Q1254768,Cenomani,383614,https://en.wikipedia.org/wiki/Cenomani_(Cisalpine_Gaul)
http://www.wikidata.org/entity/Q65050985,Cenon Gallicanon,844891,https://en.wikipedia.org/wiki/Cenon_Gallicanon
http://www.wikidata.org/entity/Q3995556,Centocelle tower,108334324,
http://www.wikidata.org/entity/Q27688458,Central Baths,335494560,
http://www.wikidata.org/entity/Q97643032,Centro Histórico de Lebrija,256322,
http://www.wikidata.org/entity/Q3397545,"Centroña, Pontedeume",236424,
http://www.wikidata.org/entity/Q2524965,Centum Cellas,236425,https://en.wikipedia.org/wiki/Centum_Cellas
http://www.wikidata.org/entity/Q8987384,Centum Prata,187438,https://en.wikipedia.org/wiki/Centum_Prata
http://www.wikidata.org/entity/Q56202,Centuripe,462153,https://en.wikipedia.org/wiki/Centuripe
http://www.wikidata.org/entity/Q106162857,Cephalae Pr.,344335,
http://www.wikidata.org/entity/Q1235405,Cephissus,540700,https://en.wikipedia.org/wiki/Cephissus_(Boeotia)
http://www.wikidata.org/entity/Q928686,Cephissus,579974,https://en.wikipedia.org/wiki/Cephissus_(Athenian_plain)
http://www.wikidata.org/entity/Q17624890,Ceraea,589863,https://en.wikipedia.org/wiki/Ceraea
http://www.wikidata.org/entity/Q56203,Cerami,462155,https://en.wikipedia.org/wiki/Cerami
http://www.wikidata.org/entity/Q1054607,Ceramus,599707,https://en.wikipedia.org/wiki/Ceramus
http://www.wikidata.org/entity/Q21556438,Ceratis,138282,
http://www.wikidata.org/entity/Q1054699,Ceraunian Mountains,481785,https://en.wikipedia.org/wiki/Ceraunian_Mountains
http://www.wikidata.org/entity/Q277460,Cercemaggiore,432963,https://en.wikipedia.org/wiki/Cercemaggiore
http://www.wikidata.org/entity/Q60790538,Cercinium,540862,https://en.wikipedia.org/wiki/Cercinium
http://www.wikidata.org/entity/Q24052407,Cerfennia,432777,
http://www.wikidata.org/entity/Q16546046,Cerinthus (Euboea),540861,https://en.wikipedia.org/wiki/Cerinthus_(Euboea)
http://www.wikidata.org/entity/Q736276,Cernavodă,216762,https://en.wikipedia.org/wiki/Cernavod%C4%83
http://www.wikidata.org/entity/Q98286109,Cerro da Rocha Branca,256105,
http://www.wikidata.org/entity/Q3867196,Cerro de los Infantes,265930,
http://www.wikidata.org/entity/Q12879058,Ceryneia,570354,https://en.wikipedia.org/wiki/Ceryneia
http://www.wikidata.org/entity/Q9249,Cesana Torinese,167914,https://en.wikipedia.org/wiki/Cesana_Torinese
http://www.wikidata.org/entity/Q6662,Cesena,393397,https://en.wikipedia.org/wiki/Cesena
http://www.wikidata.org/entity/Q21645767,Cestrina,530942,https://en.wikipedia.org/wiki/Cestria_(Epirus)
http://www.wikidata.org/entity/Q111526683,Cestrus,648665,https://en.wikipedia.org/wiki/Cestrus
http://www.wikidata.org/entity/Q3414036,Ceuclum,108875,
http://www.wikidata.org/entity/Q1057961,Ceyhan River,658576,https://en.wikipedia.org/wiki/Ceyhan_River
http://www.wikidata.org/entity/Q1080911,Chabris,138284,https://en.wikipedia.org/wiki/Chabris
http://www.wikidata.org/entity/Q13574678,Chaeronea,540701,
http://www.wikidata.org/entity/Q130574,Chafarinas Islands,285540,https://en.wikipedia.org/wiki/Chafarinas_Islands
http://www.wikidata.org/entity/Q4120161,Chagar Bazar,480215077,https://en.wikipedia.org/wiki/Chagar_Bazar
http://www.wikidata.org/entity/Q16540305,Chalaeum,540704,https://en.wikipedia.org/wiki/Chalaeum
http://www.wikidata.org/entity/Q60790567,Chalai,540702,https://en.wikipedia.org/wiki/Chalai_(Thessaly)
http://www.wikidata.org/entity/Q12886007,Chalandriani,30347988,https://en.wikipedia.org/wiki/Chalandriani
http://www.wikidata.org/entity/Q56399808,Chalastra,491560,
http://www.wikidata.org/entity/Q337381,Chalcedon,520988,https://en.wikipedia.org/wiki/Chalcedon
http://www.wikidata.org/entity/Q17266413,Chalcetor,599569,https://en.wikipedia.org/wiki/Chalcetor
http://www.wikidata.org/entity/Q21235810,Chalcis,540703,
http://www.wikidata.org/entity/Q60790559,Chalcis,530827,https://en.wikipedia.org/wiki/Chalcis_(Epirus)
http://www.wikidata.org/entity/Q16540233,Chalcis (Aetolia),540829,https://en.wikipedia.org/wiki/Chalcis_(Aetolia)
http://www.wikidata.org/entity/Q204728,Chalkidiki,491561,https://en.wikipedia.org/wiki/Chalkidiki
http://www.wikidata.org/entity/Q21556398,Chalkorycheia,289930,
http://www.wikidata.org/entity/Q745610,Chanceaux-sur-Choisille,138286,https://en.wikipedia.org/wiki/Chanceaux-sur-Choisille
http://www.wikidata.org/entity/Q957295,Chancelade,138287,https://en.wikipedia.org/wiki/Chancelade
http://www.wikidata.org/entity/Q606330,Chanteau,138288,https://en.wikipedia.org/wiki/Chanteau
http://www.wikidata.org/entity/Q1435268,Chaonia,481787,https://en.wikipedia.org/wiki/Chaonia
http://www.wikidata.org/entity/Q112074532,Chapel of Hakor,885585406,
http://www.wikidata.org/entity/Q95140,Chapelle-lez-Herlaimont,108877,https://en.wikipedia.org/wiki/Chapelle-lez-Herlaimont
http://www.wikidata.org/entity/Q1062946,Characene,912905,https://en.wikipedia.org/wiki/Characene
http://www.wikidata.org/entity/Q15689549,Charadra,540709,https://en.wikipedia.org/wiki/Charadra_(Phocis)
http://www.wikidata.org/entity/Q3558316,Charadros,570172,https://en.wikipedia.org/wiki/Charadros
http://www.wikidata.org/entity/Q5073867,Charadros,530829,https://en.wikipedia.org/wiki/Charadra_(Epirus)
http://www.wikidata.org/entity/Q60790228,Charadrus,648597,https://en.wikipedia.org/wiki/Charadrus
http://www.wikidata.org/entity/Q85751518,Charax,550495,https://en.wikipedia.org/wiki/Charax_(Lydia)
http://www.wikidata.org/entity/Q1063054,Charax Spasinu,912872,https://en.wikipedia.org/wiki/Charax_Spasinu
http://www.wikidata.org/entity/Q5074395,Charisia,573167,https://en.wikipedia.org/wiki/Charisia_(city)
http://www.wikidata.org/entity/Q1067843,Charterhouse Roman Town,79534,https://en.wikipedia.org/wiki/Charterhouse_(Roman_town)
http://www.wikidata.org/entity/Q17642126,Charterhouse amphitheatre,893570731,
http://www.wikidata.org/entity/Q192082,Charybdis,462157,https://en.wikipedia.org/wiki/Charybdis
http://www.wikidata.org/entity/Q22954443,Chassenon amphitheatre,243292711,
http://www.wikidata.org/entity/Q17664185,Chastieis,585899,https://en.wikipedia.org/wiki/Chastieis
http://www.wikidata.org/entity/Q164076,Chatti,108885,https://en.wikipedia.org/wiki/Chatti
http://www.wikidata.org/entity/Q168549,Chauci,98937,https://en.wikipedia.org/wiki/Chauci
http://www.wikidata.org/entity/Q668691,Chaussée Jules César,113295,https://en.wikipedia.org/wiki/Chauss%C3%A9e_Jules_C%C3%A9sar
http://www.wikidata.org/entity/Q374096,Chauvet Cave,165753155,https://en.wikipedia.org/wiki/Chauvet_Cave
http://www.wikidata.org/entity/Q106180525,Chawan,344339,
http://www.wikidata.org/entity/Q115059505,Chedrolioi,494554,
http://www.wikidata.org/entity/Q5089233,Chedworth Roman Villa,79383,https://en.wikipedia.org/wiki/Chedworth_Roman_Villa
http://www.wikidata.org/entity/Q38280614,Cheimarrou tower,599913,
http://www.wikidata.org/entity/Q5089691,Cheimerion,530879,https://en.wikipedia.org/wiki/Cheimerium
http://www.wikidata.org/entity/Q210985,Chelmsford,79364,https://en.wikipedia.org/wiki/Chelmsford
http://www.wikidata.org/entity/Q1493784,Chemtou,315174,https://en.wikipedia.org/wiki/Chemtou
http://www.wikidata.org/entity/Q29002300,Chemtou amphitheatre,823615780,
http://www.wikidata.org/entity/Q16454538,Chen,543669,https://en.wikipedia.org/wiki/Chen_(Thessaly)
http://www.wikidata.org/entity/Q216875,Chenab River,59664,https://en.wikipedia.org/wiki/Chenab_River
http://www.wikidata.org/entity/Q692733,Cheradi Islands,442543,https://en.wikipedia.org/wiki/Cheradi_Islands
http://www.wikidata.org/entity/Q1617666,Cherchell,295279,https://en.wikipedia.org/wiki/Cherchell
http://www.wikidata.org/entity/Q103159502,Cherchell (Samian Ware Discovery Site),285482,
http://www.wikidata.org/entity/Q28969515,Cherchell amphitheatre,471134383,
http://www.wikidata.org/entity/Q5092564,Chersonesos,589744,https://en.wikipedia.org/wiki/Chersonasus
http://www.wikidata.org/entity/Q638445,Chersonesus,226564,https://en.wikipedia.org/wiki/Chersonesus
http://www.wikidata.org/entity/Q65121939,Chersonesus,589745,https://en.wikipedia.org/wiki/Chersonesus_(western_Crete)
http://www.wikidata.org/entity/Q268307,Cherusci,98939,https://en.wikipedia.org/wiki/Cherusci
http://www.wikidata.org/entity/Q929575,Chessy,167712,"https://en.wikipedia.org/wiki/Chessy,_Rh%C3%B4ne"
http://www.wikidata.org/entity/Q103159527,Chester (Samian Ware Discovery Site),79420,
http://www.wikidata.org/entity/Q2844408,Chester Roman Amphitheatre,989985175,https://en.wikipedia.org/wiki/Chester_Roman_Amphitheatre
http://www.wikidata.org/entity/Q103159540,Chester-le-Street (Samian Ware Discovery Site),89146,
http://www.wikidata.org/entity/Q103159561,Chesterholm-Vindolanda (Samian Ware Discovery Site),89313,
http://www.wikidata.org/entity/Q103159566,Chesters (Samian Ware Discovery Site),89144,
http://www.wikidata.org/entity/Q3818331,Chesters Roman Fort,89144,https://en.wikipedia.org/wiki/Cilurnum
http://www.wikidata.org/entity/Q103159582,Chichester (Samian Ware Discovery Site),79622,
http://www.wikidata.org/entity/Q647489,Chienti,413094,https://en.wikipedia.org/wiki/Chienti
http://www.wikidata.org/entity/Q9269,Chieri,383611,https://en.wikipedia.org/wiki/Chieri
http://www.wikidata.org/entity/Q55685833,Chieti Roman theatre,865509854,
http://www.wikidata.org/entity/Q588190,Chignall St James,79387,https://en.wikipedia.org/wiki/Chignall_St_James
http://www.wikidata.org/entity/Q28223863,Chil Zena,787408099,https://en.wikipedia.org/wiki/Chil_Zena
http://www.wikidata.org/entity/Q160483,Chios,550497,https://en.wikipedia.org/wiki/Chios
http://www.wikidata.org/entity/Q3558925,Chiragan Roman villa,250000,https://en.wikipedia.org/wiki/Roman_villa_of_Chiragan
http://www.wikidata.org/entity/Q3820171,Choga Mami,166031522,https://en.wikipedia.org/wiki/Choga_Mami
http://www.wikidata.org/entity/Q4523,Chogha Zanbil,459393126,https://en.wikipedia.org/wiki/Chogha_Zanbil
http://www.wikidata.org/entity/Q13436199,Cholargos,579902,https://en.wikipedia.org/wiki/Cholargos_(deme)
http://www.wikidata.org/entity/Q13465084,Cholleidai,585901,https://en.wikipedia.org/wiki/Cholleidae
http://www.wikidata.org/entity/Q18712850,Choma,638803,https://en.wikipedia.org/wiki/Choma_(Lycia)
http://www.wikidata.org/entity/Q1160691,Choragic Monument of Lysicrates,813654446,https://en.wikipedia.org/wiki/Choragic_Monument_of_Lysicrates
http://www.wikidata.org/entity/Q2456076,Chorazin,678091,https://en.wikipedia.org/wiki/Chorazin
http://www.wikidata.org/entity/Q322959,Chorges,167701,https://en.wikipedia.org/wiki/Chorges
http://www.wikidata.org/entity/Q11915763,Chorsiai,540711,https://en.wikipedia.org/wiki/Corseae
http://www.wikidata.org/entity/Q453576,Chorula,128381,https://en.wikipedia.org/wiki/Chorula
http://www.wikidata.org/entity/Q849143,Chott el Djerid,334616,https://en.wikipedia.org/wiki/Chott_el_Djerid
http://www.wikidata.org/entity/Q745975,Chott el Hodna,334615,https://en.wikipedia.org/wiki/Chott_el_Hodna
http://www.wikidata.org/entity/Q56450666,Christos Ierusalem site,599507,
http://www.wikidata.org/entity/Q64161892,Chrysaoris,599573,https://en.wikipedia.org/wiki/Chrysaoris
http://www.wikidata.org/entity/Q65121329,Chryse,550501,https://en.wikipedia.org/wiki/Chryse_(Aeolis)
http://www.wikidata.org/entity/Q1088486,Chryse (Troad),550500,https://en.wikipedia.org/wiki/Chryse_(Troad)
http://www.wikidata.org/entity/Q15633758,Chrysocheria castle,599877,
http://www.wikidata.org/entity/Q1192683,Chunar,59777,https://en.wikipedia.org/wiki/Chunar
http://www.wikidata.org/entity/Q69007,Chur,187357,https://en.wikipedia.org/wiki/Chur
http://www.wikidata.org/entity/Q1081921,Church of Domine Quo Vadis,770702013,https://en.wikipedia.org/wiki/Santa_Maria_in_Palmis
http://www.wikidata.org/entity/Q7971367,Church of Saint George,224949837,"https://en.wikipedia.org/wiki/Church_of_Saint_George,_Lalibela"
http://www.wikidata.org/entity/Q3584217,Church of Saint Porphyrius,108879169,https://en.wikipedia.org/wiki/Church_of_Saint_Porphyrius
http://www.wikidata.org/entity/Q1112125,Church of Saint Simeon Stylites,336554371,https://en.wikipedia.org/wiki/Church_of_Saint_Simeon_Stylites
http://www.wikidata.org/entity/Q3672838,Church of Sant'Ilario a Port'Aurea,603993784,
http://www.wikidata.org/entity/Q3672882,Church of Sant'Urbano alla Caffarella,55607045,"https://en.wikipedia.org/wiki/Sant%27Urbano_alla_Caffarella,_Rome"
http://www.wikidata.org/entity/Q1742795,Church of the Holy Twelve Apostles,563800136,https://en.wikipedia.org/wiki/Church_of_the_Holy_Apostles_(Thessaloniki)
http://www.wikidata.org/entity/Q104812819,"Church, Al-Asaba'a",344298,
http://www.wikidata.org/entity/Q2967764,Chytri,707496,https://en.wikipedia.org/wiki/Chytri
http://www.wikidata.org/entity/Q17627967,Chytrium,550502,https://en.wikipedia.org/wiki/Chytrium
http://www.wikidata.org/entity/Q47135,Châlons-en-Champagne,108944,https://en.wikipedia.org/wiki/Ch%C3%A2lons-en-Champagne
http://www.wikidata.org/entity/Q419596,Châteaubleau,108879,https://en.wikipedia.org/wiki/Ch%C3%A2teaubleau
http://www.wikidata.org/entity/Q103159361,Châteaubleau (Samian Ware Discovery Site),108879,
http://www.wikidata.org/entity/Q639610,Châteaumeillant,138459,https://en.wikipedia.org/wiki/Ch%C3%A2teaumeillant
http://www.wikidata.org/entity/Q688485,Châtillon-sur-Marne,108883,https://en.wikipedia.org/wiki/Ch%C3%A2tillon-sur-Marne
http://www.wikidata.org/entity/Q847448,Châtillon-sur-Oise,108884,https://en.wikipedia.org/wiki/Ch%C3%A2tillon-sur-Oise
http://www.wikidata.org/entity/Q1172561,Chémery,108888,https://en.wikipedia.org/wiki/Ch%C3%A9mery
http://www.wikidata.org/entity/Q1091047,Chûn Castle,498317289,https://en.wikipedia.org/wiki/Ch%C3%BBn_Castle
http://www.wikidata.org/entity/Q1091060,Chûn Quoit,847951890,https://en.wikipedia.org/wiki/Ch%C3%BBn_Quoit
http://www.wikidata.org/entity/Q5768702,Ciavieja,265977,
http://www.wikidata.org/entity/Q544329,Cibarci,236428,https://en.wikipedia.org/wiki/Cibarci
http://www.wikidata.org/entity/Q1346887,Cichyrus,530870,https://en.wikipedia.org/wiki/Cichyrus
http://www.wikidata.org/entity/Q1108464,Cicones,501468,https://en.wikipedia.org/wiki/Cicones
http://www.wikidata.org/entity/Q16548926,Cicysium,573287,https://en.wikipedia.org/wiki/Cicysium
http://www.wikidata.org/entity/Q1735343,Cidamus,344341,
http://www.wikidata.org/entity/Q111503696,Cidyessus,609433,
http://www.wikidata.org/entity/Q16554823,Cierium,540867,https://en.wikipedia.org/wiki/Cierium
http://www.wikidata.org/entity/Q1014709,Cieza,266035,"https://en.wikipedia.org/wiki/Cieza,_Murcia"
http://www.wikidata.org/entity/Q112186360,Cilbiani Inferiores,550641,
http://www.wikidata.org/entity/Q3394469,Cileni,236429,https://en.wikipedia.org/wiki/Cileni
http://www.wikidata.org/entity/Q4819648,Cilicia,981514,https://en.wikipedia.org/wiki/Cilicia_(Roman_province)
http://www.wikidata.org/entity/Q620864,Cilicia,658440,https://en.wikipedia.org/wiki/Cilicia
http://www.wikidata.org/entity/Q128884,Cilician Gates,648670,https://en.wikipedia.org/wiki/Cilician_Gates
http://www.wikidata.org/entity/Q17993731,Cilla,554254,https://en.wikipedia.org/wiki/Cilla_(city)
http://www.wikidata.org/entity/Q65297123,Cillium,324694,
http://www.wikidata.org/entity/Q5769328,Cilniana,256106,
http://www.wikidata.org/entity/Q106599,Cimbri,101183,https://en.wikipedia.org/wiki/Cimbri
http://www.wikidata.org/entity/Q192730,Cimmerians,135663336,https://en.wikipedia.org/wiki/Cimmerians
http://www.wikidata.org/entity/Q65237576,Cimolus,589867,
http://www.wikidata.org/entity/Q834503,Cincșor,216771,
http://www.wikidata.org/entity/Q11916425,Cingilia,416791,
http://www.wikidata.org/entity/Q867414,Cinithian,324695,https://en.wikipedia.org/wiki/Cinithian
http://www.wikidata.org/entity/Q17625252,Cinolis,844984,https://en.wikipedia.org/wiki/Cinolis
http://www.wikidata.org/entity/Q671169,Cinq-Mars-la-Pile,138296,https://en.wikipedia.org/wiki/Cinq-Mars-la-Pile
http://www.wikidata.org/entity/Q5121128,"Cinyps, Libya",344414,https://en.wikipedia.org/wiki/Cinyps_(Libya)
http://www.wikidata.org/entity/Q20749309,Ciota Ciara,596450512,
http://www.wikidata.org/entity/Q1092772,Circesium,893974,https://en.wikipedia.org/wiki/Circesium
http://www.wikidata.org/entity/Q1092967,Circus Flaminius,158081395,https://en.wikipedia.org/wiki/Circus_Flaminius
http://www.wikidata.org/entity/Q207808,Circus Maximus,458808506,https://en.wikipedia.org/wiki/Circus_Maximus
http://www.wikidata.org/entity/Q1092998,Circus Varianus,70865871,https://en.wikipedia.org/wiki/Circus_Varianus
http://www.wikidata.org/entity/Q2974258,Circus of Carthage,470606135,https://en.wikipedia.org/wiki/Circus_of_Carthage
http://www.wikidata.org/entity/Q1457351,Circus of Maxentius,849088591,https://en.wikipedia.org/wiki/Circus_of_Maxentius
http://www.wikidata.org/entity/Q5121861,Cirencester Amphitheatre,172058377,https://en.wikipedia.org/wiki/Cirencester_Amphitheatre
http://www.wikidata.org/entity/Q56754242,Cirrha,540868,https://en.wikipedia.org/wiki/Cirrha
http://www.wikidata.org/entity/Q15966202,Cisamus (Aptera),589871,https://en.wikipedia.org/wiki/Cisamus_(Aptera)
http://www.wikidata.org/entity/Q5122309,Cisthene,550648,https://en.wikipedia.org/wiki/Cisthene_(Mysia)
http://www.wikidata.org/entity/Q277531,Citadel of Salah Ed-Din,397378357,https://en.wikipedia.org/wiki/Sahyun_Castle
http://www.wikidata.org/entity/Q18285731,Cithas,491637,https://en.wikipedia.org/wiki/Cithas
http://www.wikidata.org/entity/Q20413,Città di Castello,413339,https://en.wikipedia.org/wiki/Citt%C3%A0_di_Castello
http://www.wikidata.org/entity/Q1177750,City of David,714055238,https://en.wikipedia.org/wiki/City_of_David_(archaeological_site)
http://www.wikidata.org/entity/Q107370651,City wall of Dura-Europos,15685985,
http://www.wikidata.org/entity/Q1094262,Citânia de Briteiros,236385,https://en.wikipedia.org/wiki/Cit%C3%A2nia_de_Briteiros
http://www.wikidata.org/entity/Q5702349,Ciudad romana de Aratispi,265801,
http://www.wikidata.org/entity/Q5968701,Ciudad romana de Lacipo,256252,
http://www.wikidata.org/entity/Q6129295,Ciudad romana de Singilia Barba,256453,
http://www.wikidata.org/entity/Q377863,Cius,511385,https://en.wikipedia.org/wiki/Cius
http://www.wikidata.org/entity/Q53245,Cividale del Friuli,187386,https://en.wikipedia.org/wiki/Cividale_del_Friuli
http://www.wikidata.org/entity/Q105702558,Civita Giuliana,881305239,
http://www.wikidata.org/entity/Q28978018,Civitas Camunnorum amphitheatre,853249147,
http://www.wikidata.org/entity/Q1398802,Civitas Classis,393404,"https://en.wikipedia.org/wiki/Classe,_ancient_port_of_Ravenna"
http://www.wikidata.org/entity/Q5124784,Civitas Tropaensium,217027,https://en.wikipedia.org/wiki/Civitas_Tropaensium
http://www.wikidata.org/entity/Q242533,Civitavecchia,413076,https://en.wikipedia.org/wiki/Civitavecchia
http://www.wikidata.org/entity/Q2974903,Cività di Tricarico,442546,
http://www.wikidata.org/entity/Q5126922,Clariae,222035,https://en.wikipedia.org/wiki/Clariae
http://www.wikidata.org/entity/Q1933754,Claros,599719,https://en.wikipedia.org/wiki/Claros
http://www.wikidata.org/entity/Q844930,Classical Athens,579885,https://en.wikipedia.org/wiki/Classical_Athens
http://www.wikidata.org/entity/Q110976845,Classical agora of Athens,807514119,
http://www.wikidata.org/entity/Q3679773,Classis Flavia Moesica,216900,https://en.wikipedia.org/wiki/Classis_Flavia_Moesica
http://www.wikidata.org/entity/Q3481739,Clastidium,383618,https://en.wikipedia.org/wiki/Clastidium
http://www.wikidata.org/entity/Q3679783,Claternae,393405,https://en.wikipedia.org/wiki/Claternae
http://www.wikidata.org/entity/Q3538784,Claudia,310265136,
http://www.wikidata.org/entity/Q111526899,Claudiopolis,648723,https://en.wikipedia.org/wiki/Claudiopolis_(Cilicia)
http://www.wikidata.org/entity/Q1098936,Clausentum,83827,https://en.wikipedia.org/wiki/Clausentum
http://www.wikidata.org/entity/Q1098970,Claustra Alpium Iuliarum,201587,https://en.wikipedia.org/wiki/Claustra_Alpium_Iuliarum
http://www.wikidata.org/entity/Q48797711,Cleddans fortlet,325648990,https://en.wikipedia.org/wiki/Cleddans
http://www.wikidata.org/entity/Q17625411,Cleonae,501469,https://en.wikipedia.org/wiki/Cleonae_(Athos)
http://www.wikidata.org/entity/Q1774167,Cleonae,570361,https://en.wikipedia.org/wiki/Cleonae_(Argolis)
http://www.wikidata.org/entity/Q42168,Clermont-Ferrand,138202,https://en.wikipedia.org/wiki/Clermont-Ferrand
